,carbon_intensity,carbon_intensity_history_6,carbon_intensity_history_12,carbon_intensity_history_24
1315,0.22969453,0.21416873,0.14913066,0.2040308
1316,0.22776276,0.22037992,0.1555996,0.20311211
1317,0.21775156,0.22425562,0.16826837,0.19529255
1318,0.2017138,0.22746919,0.18435892,0.18226795
1319,0.19104987,0.22770394,0.19317514,0.17448239
1320,0.18700789,0.22606973,0.20336746,0.16877103
1321,0.18058905,0.22969453,0.21416873,0.16311367
1322,0.17525838,0.22776276,0.22037992,0.15255092
1323,0.1732844,0.21775156,0.22425562,0.15014386
1324,0.17676085,0.2017138,0.22746919,0.15139735
1325,0.18360652,0.19104987,0.22770394,0.15021989
1326,0.19429137,0.18700789,0.22606973,0.1525509
1327,0.19525614,0.18058905,0.22969453,0.14913066
1328,0.2040405,0.17525838,0.22776276,0.1555996
1329,0.21529923,0.1732844,0.21775156,0.16826837
1330,0.22822687,0.17676085,0.2017138,0.18435892
1331,0.24137579,0.18360652,0.19104987,0.19317514
1332,0.24846737,0.19429137,0.18700789,0.20336746
1333,0.25220096,0.19525614,0.18058905,0.21416873
1334,0.26013452,0.2040405,0.17525838,0.22037992
1335,0.26146308,0.21529923,0.1732844,0.22425562
1336,0.2641972,0.22822687,0.17676085,0.22746919
1337,0.26449528,0.24137579,0.18360652,0.22770394
1338,0.26562044,0.24846737,0.19429137,0.22606973
1339,0.26022407,0.25220096,0.19525614,0.22969453
1340,0.25969732,0.26013452,0.2040405,0.22776276
1341,0.24770948,0.26146308,0.21529923,0.21775156
1342,0.23242849,0.2641972,0.22822687,0.2017138
1343,0.22158717,0.26449528,0.24137579,0.19104987
1344,0.19796105,0.26562044,0.24846737,0.18700789
1345,0.1914154,0.26022407,0.25220096,0.18058905
1346,0.18892275,0.25969732,0.26013452,0.17525838
1347,0.18916453,0.24770948,0.26146308,0.1732844
1348,0.19120401,0.23242849,0.2641972,0.17676085
1349,0.19353923,0.22158717,0.26449528,0.18360652
1350,0.21200752,0.19796105,0.26562044,0.19429137
1351,0.21570596,0.1914154,0.26022407,0.19525614
1352,0.21620396,0.18892275,0.25969732,0.2040405
1353,0.22453661,0.18916453,0.24770948,0.21529923
1354,0.23104236,0.19120401,0.23242849,0.22822687
1355,0.2406856,0.19353923,0.22158717,0.24137579
1356,0.24650428,0.21200752,0.19796105,0.24846737
1357,0.24832304,0.21570596,0.1914154,0.25220096
1358,0.24856889,0.21620396,0.18892275,0.26013452
1359,0.2500401,0.22453661,0.18916453,0.26146308
1360,0.251539,0.23104236,0.19120401,0.2641972
1361,0.25395232,0.2406856,0.19353923,0.26449528
1362,0.25260666,0.24650428,0.21200752,0.26562044
1363,0.24669532,0.24832304,0.21570596,0.26022407
1364,0.24647589,0.24856889,0.21620396,0.25969732
1365,0.23952891,0.2500401,0.22453661,0.24770948
1366,0.23097174,0.251539,0.23104236,0.23242849
1367,0.22613166,0.25395232,0.2406856,0.22158717
1368,0.19490297,0.25260666,0.24650428,0.19796105
1369,0.19036391,0.24669532,0.24832304,0.1914154
1370,0.19029817,0.24647589,0.24856889,0.18892275
1371,0.18703647,0.23952891,0.2500401,0.18916453
1372,0.18372117,0.23097174,0.251539,0.19120401
1373,0.18920052,0.22613166,0.25395232,0.19353923
1374,0.19803625,0.19490297,0.25260666,0.21200752
1375,0.19921474,0.19036391,0.24669532,0.21570596
1376,0.19650844,0.19029817,0.24647589,0.21620396
1377,0.2037761,0.18703647,0.23952891,0.22453661
1378,0.2194408,0.18372117,0.23097174,0.23104236
1379,0.23174815,0.18920052,0.22613166,0.2406856
1380,0.2346618,0.19803625,0.19490297,0.24650428
1381,0.23888953,0.19921474,0.19036391,0.24832304
1382,0.24228007,0.19650844,0.19029817,0.24856889
1383,0.24164145,0.2037761,0.18703647,0.2500401
1384,0.24500245,0.2194408,0.18372117,0.251539
1385,0.24533743,0.23174815,0.18920052,0.25395232
1386,0.2433204,0.2346618,0.19803625,0.25260666
1387,0.24013026,0.23888953,0.19921474,0.24669532
1388,0.23670378,0.24228007,0.19650844,0.24647589
1389,0.2286309,0.24164145,0.2037761,0.23952891
1390,0.20395154,0.24500245,0.2194408,0.23097174
1391,0.1855463,0.24533743,0.23174815,0.22613166
1392,0.17213002,0.2433204,0.2346618,0.19490297
1393,0.17025736,0.24013026,0.23888953,0.19036391
1394,0.16722448,0.23670378,0.24228007,0.19029817
1395,0.16476098,0.2286309,0.24164145,0.18703647
1396,0.16537116,0.20395154,0.24500245,0.18372117
1397,0.1692794,0.1855463,0.24533743,0.18920052
1398,0.18316965,0.17213002,0.2433204,0.19803625
1399,0.18993104,0.17025736,0.24013026,0.19921474
1400,0.19422062,0.16722448,0.23670378,0.19650844
1401,0.19035225,0.16476098,0.2286309,0.2037761
1402,0.19217855,0.16537116,0.20395154,0.2194408
1403,0.1932767,0.1692794,0.1855463,0.23174815
1404,0.19144782,0.18316965,0.17213002,0.2346618
1405,0.19178161,0.18993104,0.17025736,0.23888953
1406,0.19203244,0.19422062,0.16722448,0.24228007
1407,0.19539037,0.19035225,0.16476098,0.24164145
1408,0.20050684,0.19217855,0.16537116,0.24500245
1409,0.20284992,0.1932767,0.1692794,0.24533743
1410,0.20081134,0.19144782,0.18316965,0.2433204
1411,0.1983724,0.19178161,0.18993104,0.24013026
1412,0.19142564,0.19203244,0.19422062,0.23670378
1413,0.18421043,0.19539037,0.19035225,0.2286309
1414,0.17302078,0.20050684,0.19217855,0.20395154
1415,0.15756673,0.20284992,0.1932767,0.1855463
1416,0.13379551,0.20081134,0.19144782,0.17213002
1417,0.13132201,0.1983724,0.19178161,0.17025736
1418,0.13369966,0.19142564,0.19203244,0.16722448
1419,0.13452435,0.18421043,0.19539037,0.16476098
1420,0.14069052,0.17302078,0.20050684,0.16537116
1421,0.14621311,0.15756673,0.20284992,0.1692794
1422,0.15690845,0.13379551,0.20081134,0.18316965
1423,0.15713769,0.13132201,0.1983724,0.18993104
1424,0.1580943,0.13369966,0.19142564,0.19422062
1425,0.15345798,0.13452435,0.18421043,0.19035225
1426,0.15238775,0.14069052,0.17302078,0.19217855
1427,0.1545998,0.14621311,0.15756673,0.1932767
1428,0.15627967,0.15690845,0.13379551,0.19144782
1429,0.15657298,0.15713769,0.13132201,0.19178161
1430,0.15778373,0.1580943,0.13369966,0.19203244
1431,0.15676863,0.15345798,0.13452435,0.19539037
1432,0.15244807,0.15238775,0.14069052,0.20050684
1433,0.15064596,0.1545998,0.14621311,0.20284992
1434,0.14762332,0.15627967,0.15690845,0.20081134
1435,0.15179999,0.15657298,0.15713769,0.1983724
1436,0.14297506,0.15778373,0.1580943,0.19142564
1437,0.13377468,0.15676863,0.15345798,0.18421043
1438,0.13080135,0.15244807,0.15238775,0.17302078
1439,0.12481762,0.15064596,0.1545998,0.15756673
1440,0.10920568,0.14762332,0.15627967,0.13379551
1441,0.1028159,0.15179999,0.15657298,0.13132201
1442,0.10226245,0.14297506,0.15778373,0.13369966
1443,0.09849791,0.13377468,0.15676863,0.13452435
1444,0.09972523,0.13080135,0.15244807,0.14069052
1445,0.10239134,0.12481762,0.15064596,0.14621311
1446,0.10813721,0.10920568,0.14762332,0.15690845
1447,0.11276986,0.1028159,0.15179999,0.15713769
1448,0.12070297,0.10226245,0.14297506,0.1580943
1449,0.1322837,0.09849791,0.13377468,0.15345798
1450,0.13734147,0.09972523,0.13080135,0.15238775
1451,0.13988744,0.10239134,0.12481762,0.1545998
1452,0.13140874,0.10813721,0.10920568,0.15627967
1453,0.12927128,0.11276986,0.1028159,0.15657298
1454,0.13609822,0.12070297,0.10226245,0.15778373
1455,0.13802977,0.1322837,0.09849791,0.15676863
1456,0.14356089,0.13734147,0.09972523,0.15244807
1457,0.1475617,0.13988744,0.10239134,0.15064596
1458,0.15092847,0.13140874,0.10813721,0.14762332
1459,0.16013497,0.12927128,0.11276986,0.15179999
1460,0.15563251,0.13609822,0.12070297,0.14297506
1461,0.14269216,0.13802977,0.1322837,0.13377468
1462,0.13361956,0.14356089,0.13734147,0.13080135
1463,0.12968476,0.1475617,0.13988744,0.12481762
1464,0.1088112,0.15092847,0.13140874,0.10920568
1465,0.1000102,0.16013497,0.12927128,0.1028159
1466,0.097000435,0.15563251,0.13609822,0.10226245
1467,0.09806078,0.14269216,0.13802977,0.09849791
1468,0.100789286,0.13361956,0.14356089,0.09972523
1469,0.10234993,0.12968476,0.1475617,0.10239134
1470,0.10491946,0.1088112,0.15092847,0.10813721
1471,0.10448603,0.1000102,0.16013497,0.11276986
1472,0.107035786,0.097000435,0.15563251,0.12070297
1473,0.12050907,0.09806078,0.14269216,0.1322837
1474,0.12298651,0.100789286,0.13361956,0.13734147
1475,0.12479579,0.10234993,0.12968476,0.13988744
1476,0.12639078,0.10491946,0.1088112,0.13140874
1477,0.12706861,0.10448603,0.1000102,0.12927128
1478,0.124577075,0.107035786,0.097000435,0.13609822
1479,0.12777083,0.12050907,0.09806078,0.13802977
1480,0.13842441,0.12298651,0.100789286,0.14356089
1481,0.14963488,0.12479579,0.10234993,0.1475617
1482,0.15019257,0.12639078,0.10491946,0.15092847
1483,0.15304664,0.12706861,0.10448603,0.16013497
1484,0.15362631,0.124577075,0.107035786,0.15563251
1485,0.14793698,0.12777083,0.12050907,0.14269216
1486,0.12746103,0.13842441,0.12298651,0.13361956
1487,0.11981563,0.14963488,0.12479579,0.12968476
1488,0.11017128,0.15019257,0.12639078,0.1088112
1489,0.10575856,0.15304664,0.12706861,0.1000102
1490,0.10671361,0.15362631,0.124577075,0.097000435
1491,0.11060304,0.14793698,0.12777083,0.09806078
1492,0.11517981,0.12746103,0.13842441,0.100789286
1493,0.1289368,0.11981563,0.14963488,0.10234993
1494,0.1421372,0.11017128,0.15019257,0.10491946
1495,0.14635876,0.10575856,0.15304664,0.10448603
1496,0.15426527,0.10671361,0.15362631,0.107035786
1497,0.16038758,0.11060304,0.14793698,0.12050907
1498,0.15740938,0.11517981,0.12746103,0.12298651
1499,0.15290204,0.1289368,0.11981563,0.12479579
1500,0.1539891,0.1421372,0.11017128,0.12639078
1501,0.14955035,0.14635876,0.10575856,0.12706861
1502,0.14831853,0.15426527,0.10671361,0.124577075
1503,0.15216757,0.16038758,0.11060304,0.12777083
1504,0.15928675,0.15740938,0.11517981,0.13842441
1505,0.15999952,0.15290204,0.1289368,0.14963488
1506,0.15943803,0.1539891,0.1421372,0.15019257
1507,0.1633045,0.14955035,0.14635876,0.15304664
1508,0.16403958,0.14831853,0.15426527,0.15362631
1509,0.14926682,0.15216757,0.16038758,0.14793698
1510,0.12910588,0.15928675,0.15740938,0.12746103
1511,0.11802933,0.15999952,0.15290204,0.11981563
1512,0.10869623,0.15943803,0.1539891,0.11017128
1513,0.10691659,0.1633045,0.14955035,0.10575856
1514,0.10481484,0.16403958,0.14831853,0.10671361
1515,0.105243914,0.14926682,0.15216757,0.11060304
1516,0.10803252,0.12910588,0.15928675,0.11517981
1517,0.12086298,0.11802933,0.15999952,0.1289368
1518,0.14085461,0.10869623,0.15943803,0.1421372
1519,0.14917383,0.10691659,0.1633045,0.14635876
1520,0.15097325,0.10481484,0.16403958,0.15426527
1521,0.15498406,0.105243914,0.14926682,0.16038758
1522,0.15770417,0.10803252,0.12910588,0.15740938
1523,0.15575446,0.12086298,0.11802933,0.15290204
1524,0.15673919,0.14085461,0.10869623,0.1539891
1525,0.16185239,0.14917383,0.10691659,0.14955035
1526,0.16246521,0.15097325,0.10481484,0.14831853
1527,0.16431701,0.15498406,0.105243914,0.15216757
1528,0.16799814,0.15770417,0.10803252,0.15928675
1529,0.17059371,0.15575446,0.12086298,0.15999952
1530,0.17263089,0.15673919,0.14085461,0.15943803
1531,0.17566171,0.16185239,0.14917383,0.1633045
1532,0.1682738,0.16246521,0.15097325,0.16403958
1533,0.14570957,0.16431701,0.15498406,0.14926682
1534,0.12349455,0.16799814,0.15770417,0.12910588
1535,0.11663485,0.17059371,0.15575446,0.11802933
1536,0.09961852,0.17263089,0.15673919,0.10869623
1537,0.09701104,0.17566171,0.16185239,0.10691659
1538,0.097388044,0.1682738,0.16246521,0.10481484
1539,0.0975603,0.14570957,0.16431701,0.105243914
1540,0.10103455,0.12349455,0.16799814,0.10803252
1541,0.115508996,0.11663485,0.17059371,0.12086298
1542,0.13716538,0.09961852,0.17263089,0.14085461
1543,0.14337459,0.09701104,0.17566171,0.14917383
1544,0.15262876,0.097388044,0.1682738,0.15097325
1545,0.15835953,0.0975603,0.14570957,0.15498406
1546,0.15759775,0.10103455,0.12349455,0.15770417
1547,0.15653242,0.115508996,0.11663485,0.15575446
1548,0.15758952,0.13716538,0.09961852,0.15673919
1549,0.15858698,0.14337459,0.09701104,0.16185239
1550,0.15737094,0.15262876,0.097388044,0.16246521
1551,0.16039972,0.15835953,0.0975603,0.16431701
1552,0.16385156,0.15759775,0.10103455,0.16799814
1553,0.16833423,0.15653242,0.115508996,0.17059371
1554,0.16299182,0.15758952,0.13716538,0.17263089
1555,0.16398488,0.15858698,0.14337459,0.17566171
1556,0.16341175,0.15737094,0.15262876,0.1682738
1557,0.14970964,0.16039972,0.15835953,0.14570957
1558,0.12939653,0.16385156,0.15759775,0.12349455
1559,0.12662494,0.16833423,0.15653242,0.11663485
1560,0.12252556,0.16299182,0.15758952,0.09961852
1561,0.11849389,0.16398488,0.15858698,0.09701104
1562,0.11914409,0.16341175,0.15737094,0.097388044
1563,0.120099805,0.14970964,0.16039972,0.0975603
1564,0.121645726,0.12939653,0.16385156,0.10103455
1565,0.1343454,0.12662494,0.16833423,0.115508996
1566,0.1549392,0.12252556,0.16299182,0.13716538
1567,0.1578222,0.11849389,0.16398488,0.14337459
1568,0.15593842,0.11914409,0.16341175,0.15262876
1569,0.16419846,0.120099805,0.14970964,0.15835953
1570,0.16983263,0.121645726,0.12939653,0.15759775
1571,0.17200464,0.1343454,0.12662494,0.15653242
1572,0.1770448,0.1549392,0.12252556,0.15758952
1573,0.18001579,0.1578222,0.11849389,0.15858698
1574,0.17986701,0.15593842,0.11914409,0.15737094
1575,0.18170244,0.16419846,0.120099805,0.16039972
1576,0.18641946,0.16983263,0.121645726,0.16385156
1577,0.18866736,0.17200464,0.1343454,0.16833423
1578,0.18790877,0.1770448,0.1549392,0.16299182
1579,0.18732892,0.18001579,0.1578222,0.16398488
1580,0.180905,0.17986701,0.15593842,0.16341175
1581,0.17103271,0.18170244,0.16419846,0.14970964
1582,0.14305423,0.18641946,0.16983263,0.12939653
1583,0.1404892,0.18866736,0.17200464,0.12662494
1584,0.13342054,0.18790877,0.1770448,0.12252556
1585,0.11940727,0.18732892,0.18001579,0.11849389
1586,0.114999466,0.180905,0.17986701,0.11914409
1587,0.11585135,0.17103271,0.18170244,0.120099805
1588,0.12002695,0.14305423,0.18641946,0.121645726
1589,0.12837736,0.1404892,0.18866736,0.1343454
1590,0.15130593,0.13342054,0.18790877,0.1549392
1591,0.16010518,0.11940727,0.18732892,0.1578222
1592,0.16645883,0.114999466,0.180905,0.15593842
1593,0.17336576,0.11585135,0.17103271,0.16419846
1594,0.18124655,0.12002695,0.14305423,0.16983263
1595,0.18685819,0.12837736,0.1404892,0.17200464
1596,0.19301945,0.15130593,0.13342054,0.1770448
1597,0.19848445,0.16010518,0.11940727,0.18001579
1598,0.20304148,0.16645883,0.114999466,0.17986701
1599,0.2033017,0.17336576,0.11585135,0.18170244
1600,0.20350954,0.18124655,0.12002695,0.18641946
1601,0.19851093,0.18685819,0.12837736,0.18866736
1602,0.19497351,0.19301945,0.15130593,0.18790877
1603,0.19549434,0.19848445,0.16010518,0.18732892
1604,0.19121744,0.20304148,0.16645883,0.180905
1605,0.1813953,0.2033017,0.17336576,0.17103271
1606,0.15316752,0.20350954,0.18124655,0.14305423
1607,0.14376545,0.19851093,0.18685819,0.1404892
1608,0.1294783,0.19497351,0.19301945,0.13342054
1609,0.11914272,0.19549434,0.19848445,0.11940727
1610,0.116125114,0.19121744,0.20304148,0.114999466
1611,0.114340276,0.1813953,0.2033017,0.11585135
1612,0.11029104,0.15316752,0.20350954,0.12002695
1613,0.1135723,0.14376545,0.19851093,0.12837736
1614,0.119800724,0.1294783,0.19497351,0.15130593
1615,0.121333025,0.11914272,0.19549434,0.16010518
1616,0.12668985,0.116125114,0.19121744,0.16645883
1617,0.14234932,0.114340276,0.1813953,0.17336576
1618,0.1529798,0.11029104,0.15316752,0.18124655
1619,0.156161,0.1135723,0.14376545,0.18685819
1620,0.15890104,0.119800724,0.1294783,0.19301945
1621,0.15896285,0.121333025,0.11914272,0.19848445
1622,0.16064593,0.12668985,0.116125114,0.20304148
1623,0.16325052,0.14234932,0.114340276,0.2033017
1624,0.16892049,0.1529798,0.11029104,0.20350954
1625,0.16647197,0.156161,0.1135723,0.19851093
1626,0.16013286,0.15890104,0.119800724,0.19497351
1627,0.16062993,0.15896285,0.121333025,0.19549434
1628,0.15077676,0.16064593,0.12668985,0.19121744
1629,0.14344701,0.16325052,0.14234932,0.1813953
1630,0.12831411,0.16892049,0.1529798,0.15316752
1631,0.121776246,0.16647197,0.156161,0.14376545
1632,0.119126715,0.16013286,0.15890104,0.1294783
1633,0.11363937,0.16062993,0.15896285,0.11914272
1634,0.110507235,0.15077676,0.16064593,0.116125114
1635,0.106299184,0.14344701,0.16325052,0.114340276
1636,0.105724454,0.12831411,0.16892049,0.11029104
1637,0.10667647,0.121776246,0.16647197,0.1135723
1638,0.118454024,0.119126715,0.16013286,0.119800724
1639,0.12119982,0.11363937,0.16062993,0.121333025
1640,0.124782965,0.110507235,0.15077676,0.12668985
1641,0.12977451,0.106299184,0.14344701,0.14234932
1642,0.13911399,0.105724454,0.12831411,0.1529798
1643,0.15174007,0.10667647,0.121776246,0.156161
1644,0.15832816,0.118454024,0.119126715,0.15890104
1645,0.16638887,0.12119982,0.11363937,0.15896285
1646,0.16401806,0.124782965,0.110507235,0.16064593
1647,0.16802824,0.12977451,0.106299184,0.16325052
1648,0.18032652,0.13911399,0.105724454,0.16892049
1649,0.18971884,0.15174007,0.10667647,0.16647197
1650,0.19024879,0.15832816,0.118454024,0.16013286
1651,0.1925749,0.16638887,0.12119982,0.16062993
1652,0.18658547,0.16401806,0.124782965,0.15077676
1653,0.1745415,0.16802824,0.12977451,0.14344701
1654,0.17098498,0.18032652,0.13911399,0.12831411
1655,0.16429606,0.18971884,0.15174007,0.121776246
1656,0.15337913,0.19024879,0.15832816,0.119126715
1657,0.1434292,0.1925749,0.16638887,0.11363937
1658,0.13676712,0.18658547,0.16401806,0.110507235
1659,0.13258915,0.1745415,0.16802824,0.106299184
1660,0.13558426,0.17098498,0.18032652,0.105724454
1661,0.14374919,0.16429606,0.18971884,0.10667647
1662,0.1647422,0.15337913,0.19024879,0.118454024
1663,0.16617179,0.1434292,0.1925749,0.12119982
1664,0.17179433,0.13676712,0.18658547,0.124782965
1665,0.18175088,0.13258915,0.1745415,0.12977451
1666,0.1935242,0.13558426,0.17098498,0.13911399
1667,0.20582493,0.14374919,0.16429606,0.15174007
1668,0.20770107,0.1647422,0.15337913,0.15832816
1669,0.20849782,0.16617179,0.1434292,0.16638887
1670,0.21179643,0.17179433,0.13676712,0.16401806
1671,0.21332473,0.18175088,0.13258915,0.16802824
1672,0.21484286,0.1935242,0.13558426,0.18032652
1673,0.2161678,0.20582493,0.14374919,0.18971884
1674,0.21653764,0.20770107,0.1647422,0.19024879
1675,0.21635738,0.20849782,0.16617179,0.1925749
1676,0.21205854,0.21179643,0.17179433,0.18658547
1677,0.20733342,0.21332473,0.18175088,0.1745415
1678,0.18966724,0.21484286,0.1935242,0.17098498
1679,0.16973126,0.2161678,0.20582493,0.16429606
1680,0.16224234,0.21653764,0.20770107,0.15337913
1681,0.14590223,0.21635738,0.20849782,0.1434292
1682,0.13954489,0.21205854,0.21179643,0.13676712
1683,0.13674112,0.20733342,0.21332473,0.13258915
1684,0.13610578,0.18966724,0.21484286,0.13558426
1685,0.14825109,0.16973126,0.2161678,0.14374919
1686,0.16350088,0.16224234,0.21653764,0.1647422
1687,0.16718385,0.14590223,0.21635738,0.16617179
1688,0.17571971,0.13954489,0.21205854,0.17179433
1689,0.18558328,0.13674112,0.20733342,0.18175088
1690,0.19945285,0.13610578,0.18966724,0.1935242
1691,0.20173366,0.14825109,0.16973126,0.20582493
1692,0.20827861,0.16350088,0.16224234,0.20770107
1693,0.2172219,0.16718385,0.14590223,0.20849782
1694,0.21998347,0.17571971,0.13954489,0.21179643
1695,0.22103655,0.18558328,0.13674112,0.21332473
1696,0.21797997,0.19945285,0.13610578,0.21484286
1697,0.2201103,0.20173366,0.14825109,0.2161678
1698,0.22027262,0.20827861,0.16350088,0.21653764
1699,0.22297105,0.2172219,0.16718385,0.21635738
1700,0.21705525,0.21998347,0.17571971,0.21205854
1701,0.19682696,0.22103655,0.18558328,0.20733342
1702,0.17334092,0.21797997,0.19945285,0.18966724
1703,0.15863363,0.2201103,0.20173366,0.16973126
1704,0.14494048,0.22027262,0.20827861,0.16224234
1705,0.13856545,0.22297105,0.2172219,0.14590223
1706,0.1375556,0.21705525,0.21998347,0.13954489
1707,0.13645807,0.19682696,0.22103655,0.13674112
1708,0.13726924,0.17334092,0.21797997,0.13610578
1709,0.1427933,0.15863363,0.2201103,0.14825109
1710,0.1527689,0.14494048,0.22027262,0.16350088
1711,0.15639612,0.13856545,0.22297105,0.16718385
1712,0.16924609,0.1375556,0.21705525,0.17571971
1713,0.1736451,0.13645807,0.19682696,0.18558328
1714,0.1781396,0.13726924,0.17334092,0.19945285
1715,0.18086717,0.1427933,0.15863363,0.20173366
1716,0.18324487,0.1527689,0.14494048,0.20827861
1717,0.18932651,0.15639612,0.13856545,0.2172219
1718,0.19122414,0.16924609,0.1375556,0.21998347
1719,0.19154757,0.1736451,0.13645807,0.22103655
1720,0.19242741,0.1781396,0.13726924,0.21797997
1721,0.19331603,0.18086717,0.1427933,0.2201103
1722,0.18945311,0.18324487,0.1527689,0.22027262
1723,0.18992542,0.18932651,0.15639612,0.22297105
1724,0.18310042,0.19122414,0.16924609,0.21705525
1725,0.1638409,0.19154757,0.1736451,0.19682696
1726,0.14270616,0.19242741,0.1781396,0.17334092
1727,0.12294433,0.19331603,0.18086717,0.15863363
1728,0.105526276,0.18945311,0.18324487,0.14494048
1729,0.10020157,0.18992542,0.18932651,0.13856545
1730,0.10194418,0.18310042,0.19122414,0.1375556
1731,0.099927895,0.1638409,0.19154757,0.13645807
1732,0.09933832,0.14270616,0.19242741,0.13726924
1733,0.10887078,0.12294433,0.19331603,0.1427933
1734,0.12315138,0.105526276,0.18945311,0.1527689
1735,0.13834901,0.10020157,0.18992542,0.15639612
1736,0.1434084,0.10194418,0.18310042,0.16924609
1737,0.14723143,0.099927895,0.1638409,0.1736451
1738,0.1508447,0.09933832,0.14270616,0.1781396
1739,0.14638744,0.10887078,0.12294433,0.18086717
1740,0.13983925,0.12315138,0.105526276,0.18324487
1741,0.14270164,0.13834901,0.10020157,0.18932651
1742,0.14344528,0.1434084,0.10194418,0.19122414
1743,0.14365096,0.14723143,0.099927895,0.19154757
1744,0.15098736,0.1508447,0.09933832,0.19242741
1745,0.15234648,0.14638744,0.10887078,0.19331603
1746,0.15160528,0.13983925,0.12315138,0.18945311
1747,0.15190272,0.14270164,0.13834901,0.18992542
1748,0.15047275,0.14344528,0.1434084,0.18310042
1749,0.1346681,0.14365096,0.14723143,0.1638409
1750,0.11379581,0.15098736,0.1508447,0.14270616
1751,0.10536204,0.15234648,0.14638744,0.12294433
1752,0.095140815,0.15160528,0.13983925,0.105526276
1753,0.09393575,0.15190272,0.14270164,0.10020157
1754,0.09518554,0.15047275,0.14344528,0.10194418
1755,0.09305757,0.1346681,0.14365096,0.099927895
1756,0.09569938,0.11379581,0.15098736,0.09933832
1757,0.107501134,0.10536204,0.15234648,0.10887078
1758,0.12877677,0.095140815,0.15160528,0.12315138
1759,0.13735917,0.09393575,0.15190272,0.13834901
1760,0.14173396,0.09518554,0.15047275,0.1434084
1761,0.14439777,0.09305757,0.1346681,0.14723143
1762,0.1439486,0.09569938,0.11379581,0.1508447
1763,0.14752112,0.107501134,0.10536204,0.14638744
1764,0.14300737,0.12877677,0.095140815,0.13983925
1765,0.13942517,0.13735917,0.09393575,0.14270164
1766,0.13992327,0.14173396,0.09518554,0.14344528
1767,0.13892509,0.14439777,0.09305757,0.14365096
1768,0.13999301,0.1439486,0.09569938,0.15098736
1769,0.14267376,0.14752112,0.107501134,0.15234648
1770,0.14598575,0.14300737,0.12877677,0.15160528
1771,0.15043277,0.13942517,0.13735917,0.15190272
1772,0.13852264,0.13992327,0.14173396,0.15047275
1773,0.12851098,0.13892509,0.14439777,0.1346681
1774,0.108001426,0.13999301,0.1439486,0.11379581
1775,0.10174966,0.14267376,0.14752112,0.10536204
1776,0.095486395,0.14598575,0.14300737,0.095140815
1777,0.100384414,0.15043277,0.13942517,0.09393575
1778,0.0970657,0.13852264,0.13992327,0.09518554
1779,0.098891966,0.12851098,0.13892509,0.09305757
1780,0.102010995,0.108001426,0.13999301,0.09569938
1781,0.10709437,0.10174966,0.14267376,0.107501134
1782,0.11320343,0.095486395,0.14598575,0.12877677
1783,0.12121626,0.100384414,0.15043277,0.13735917
1784,0.13211711,0.0970657,0.13852264,0.14173396
1785,0.12557583,0.098891966,0.12851098,0.14439777
1786,0.13655718,0.102010995,0.108001426,0.1439486
1787,0.1404621,0.10709437,0.10174966,0.14752112
1788,0.1415185,0.11320343,0.095486395,0.14300737
1789,0.140675,0.12121626,0.100384414,0.13942517
1790,0.14244698,0.13211711,0.0970657,0.13992327
1791,0.1420909,0.12557583,0.098891966,0.13892509
1792,0.14912394,0.13655718,0.102010995,0.13999301
1793,0.15711822,0.1404621,0.10709437,0.14267376
1794,0.16173375,0.1415185,0.11320343,0.14598575
1795,0.16966087,0.140675,0.12121626,0.15043277
1796,0.16283672,0.14244698,0.13211711,0.13852264
1797,0.15627445,0.1420909,0.12557583,0.12851098
1798,0.13697119,0.14912394,0.13655718,0.108001426
1799,0.12217865,0.15711822,0.1404621,0.10174966
1800,0.119945146,0.16173375,0.1415185,0.095486395
1801,0.11450638,0.16966087,0.140675,0.100384414
1802,0.11321709,0.16283672,0.14244698,0.0970657
1803,0.11042784,0.15627445,0.1420909,0.098891966
1804,0.11298166,0.13697119,0.14912394,0.102010995
1805,0.1157293,0.12217865,0.15711822,0.10709437
1806,0.1169092,0.119945146,0.16173375,0.11320343
1807,0.11481175,0.11450638,0.16966087,0.12121626
1808,0.119642116,0.11321709,0.16283672,0.13211711
1809,0.12742145,0.11042784,0.15627445,0.12557583
1810,0.13073567,0.11298166,0.13697119,0.13655718
1811,0.13272442,0.1157293,0.12217865,0.1404621
1812,0.13086802,0.1169092,0.119945146,0.1415185
1813,0.12940261,0.11481175,0.11450638,0.140675
1814,0.13391499,0.119642116,0.11321709,0.14244698
1815,0.14029555,0.12742145,0.11042784,0.1420909
1816,0.1442182,0.13073567,0.11298166,0.14912394
1817,0.15243044,0.13272442,0.1157293,0.15711822
1818,0.15761696,0.13086802,0.1169092,0.16173375
1819,0.15902755,0.12940261,0.11481175,0.16966087
1820,0.15626334,0.13391499,0.119642116,0.16283672
1821,0.14635308,0.14029555,0.12742145,0.15627445
1822,0.13534656,0.1442182,0.13073567,0.13697119
1823,0.12392009,0.15243044,0.13272442,0.12217865
1824,0.12555745,0.15761696,0.13086802,0.119945146
1825,0.12139634,0.15902755,0.12940261,0.11450638
1826,0.11438006,0.15626334,0.13391499,0.11321709
1827,0.1120802,0.14635308,0.14029555,0.11042784
1828,0.1175467,0.13534656,0.1442182,0.11298166
1829,0.12402037,0.12392009,0.15243044,0.1157293
1830,0.13039397,0.12555745,0.15761696,0.1169092
1831,0.14008053,0.12139634,0.15902755,0.11481175
